002505.SZ,20180402,2.58,1.3627,3.0479,0.69,185.6685,198.6201,2.5145,2.2741,1.0843,548537.22,548480.79,245219.7,1415226.0276,1415080.4382,002505
002505.SZ,20180330,2.5,0.9377,2.0974,0.35,179.9113,192.4613,2.4365,2.2036,1.0507,548537.22,548480.79,245219.7,1371343.05,1371201.975,002505
002505.SZ,20180329,2.5,0.8609,1.9255,0.34,179.9113,192.4613,2.4365,2.2036,1.0507,548537.22,548480.79,245219.7,1371343.05,1371201.975,002505
002505.SZ,20180328,2.51,1.4097,3.1531,0.61,180.631,193.2312,2.4463,2.2124,1.0549,548537.22,548480.79,245219.7,1376828.4222,1376686.7829,002505
002505.SZ,20180327,2.55,2.5328,5.6652,1.38,183.5096,196.3106,2.4853,2.2477,1.0717,548537.22,548480.79,245219.7,1398769.911,1398626.0145,002505
002505.SZ,20180326,2.62,4.1878,9.3667,4.08,188.5471,201.6995,2.5535,2.3094,1.1011,548537.22,548480.79,245219.7,1437167.5164,1437019.6698,002505
002505.SZ,20180323,2.76,4.4401,9.9312,25.32,198.6221,212.4773,2.6899,2.4328,1.1599,548537.22,548480.79,245219.7,1513962.7272,1513806.9804,002505
002505.SZ,20180322,2.51,0.1572,0.3515,0.79,180.631,193.2312,2.4463,2.2124,1.0549,548537.22,548480.79,245219.7,1376828.4222,1376686.7829,002505
002505.SZ,20180321,2.51,0.1821,0.4074,0.8,180.631,193.2312,2.4463,2.2124,1.0549,548537.22,548480.79,245219.7,1376828.4222,1376686.7829,002505
002505.SZ,20180320,2.52,0.1809,0.4046,0.56,181.3506,194.001,2.456,2.2212,1.0591,548537.22,548480.79,245219.7,1382313.7944,1382171.5908,002505
002505.SZ,20180319,2.54,0.1677,0.3751,0.42,182.7899,195.5407,2.4755,2.2389,1.0675,548537.22,548480.79,245219.7,1393284.5388,1393141.2066,002505
002505.SZ,20180316,2.55,0.1889,0.4225,0.46,183.5096,196.3106,2.4853,2.2477,1.0717,548537.22,548480.79,245219.7,1398769.911,1398626.0145,002505
002505.SZ,20180315,2.55,0.2716,0.6075,0.67,183.5096,196.3106,2.4853,2.2477,1.0717,548537.22,548480.79,245219.7,1398769.911,1398626.0145,002505
002505.SZ,20180314,2.59,0.3244,0.7256,0.75,186.3881,199.3899,2.5243,2.2829,1.0885,548537.22,548480.79,245219.7,1420711.3998,1420565.2461,002505
002505.SZ,20180313,2.63,0.6763,1.5127,1.94,189.2667,202.4693,2.5632,2.3182,1.1053,548537.22,548480.79,245219.7,1442652.8886,1442504.4777,002505
002505.SZ,20180312,2.59,0.5135,1.1485,1.81,186.3881,199.3899,2.5243,2.2829,1.0885,548537.22,548480.79,245219.7,1420711.3998,1420565.2461,002505
002505.SZ,20180309,2.56,0.2768,0.6191,0.81,184.2292,197.0804,2.495,2.2565,1.0759,548537.22,548480.79,245219.7,1404255.2832,1404110.8224,002505
002505.SZ,20180308,2.55,0.2367,0.5294,0.64,183.5096,196.3106,2.4853,2.2477,1.0717,548537.22,548480.79,245219.7,1398769.911,1398626.0145,002505
002505.SZ,20180307,2.55,0.4699,1.0509,1.32,183.5096,196.3106,2.4853,2.2477,1.0717,548537.22,548480.79,245219.7,1398769.911,1398626.0145,002505
002505.SZ,20180306,2.53,0.2459,0.5501,0.66,182.0703,194.7709,2.4658,2.2301,1.0633,548537.22,548480.79,245219.7,1387799.1666,1387656.3987,002505
002505.SZ,20180305,2.52,0.1905,0.426,0.44,181.3506,194.001,2.456,2.2212,1.0591,548537.22,548480.79,245219.7,1382313.7944,1382171.5908,002505
002505.SZ,20180302,2.54,0.5556,1.2427,1.47,182.7899,195.5407,2.4755,2.2389,1.0675,548537.22,548480.79,245219.7,1393284.5388,1393141.2066,002505
002505.SZ,20180301,2.54,0.3822,0.8548,1.08,182.7899,195.5407,2.4755,2.2389,1.0675,548537.22,548480.79,245219.7,1393284.5388,1393141.2066,002505
002505.SZ,20180228,2.5,0.4067,0.9098,1.27,179.9113,192.4613,2.4365,2.2036,1.0507,548537.22,548480.79,245219.7,1371343.05,1371201.975,002505
002505.SZ,20180227,2.53,0.3214,0.7188,0.89,182.0703,181.4612,2.4346,2.2301,1.1176,548537.22,548480.79,245219.7,1387799.1666,1387656.3987,002505
002505.SZ,20180226,2.56,0.4768,1.0665,0.96,184.2292,183.6129,2.4635,2.2565,1.1308,548537.22,548480.79,245219.7,1404255.2832,1404110.8224,002505
002505.SZ,20180223,2.53,0.3044,0.6809,0.54,182.0703,181.4612,2.4346,2.2301,1.1176,548537.22,548480.79,245219.7,1387799.1666,1387656.3987,002505
002505.SZ,20180222,2.53,0.2667,0.5965,0.43,182.0703,181.4612,2.4346,2.2301,1.1176,548537.22,548480.79,245219.7,1387799.1666,1387656.3987,002505
002505.SZ,20180214,2.51,0.2322,0.5194,0.29,180.631,180.0267,2.4154,2.2124,1.1087,548537.22,548480.79,245219.7,1376828.4222,1376686.7829,002505
002505.SZ,20180213,2.54,0.5223,1.1682,0.64,182.7899,182.1784,2.4442,2.2389,1.122,548537.22,548480.79,245219.7,1393284.5388,1393141.2066,002505
002505.SZ,20180212,2.63,1.1652,2.6062,1.82,189.2667,188.6336,2.5308,2.3182,1.1618,548537.22,548480.79,245219.7,1442652.8886,1442504.4777,002505
002505.SZ,20180209,2.53,0.6085,1.361,0.94,182.0703,181.4612,2.4346,2.2301,1.1176,548537.22,548480.79,245219.7,1387799.1666,1387656.3987,002505
002505.SZ,20180208,2.53,0.5734,1.2825,0.93,182.0703,181.4612,2.4346,2.2301,1.1176,548537.22,548480.79,245219.7,1387799.1666,1387656.3987,002505
002505.SZ,20180207,2.57,1.1122,2.4875,2.43,184.9489,184.3301,2.4731,2.2653,1.1352,548537.22,548480.79,245219.7,1409740.6554,1409595.6303,002505
002505.SZ,20180206,2.52,0.6054,1.354,1.55,181.3506,180.7439,2.425,2.2212,1.1132,548537.22,548480.79,245219.7,1382313.7944,1382171.5908,002505
002505.SZ,20180205,2.51,0.3034,0.6786,0.78,180.631,180.0267,2.4154,2.2124,1.1087,548537.22,548480.79,245219.7,1376828.4222,1376686.7829,002505
002505.SZ,20180202,2.55,0.6563,1.4679,2.04,183.5096,182.8956,2.4539,2.2477,1.1264,548537.22,548480.79,245219.7,1398769.911,1398626.0145,002505
002505.SZ,20180201,2.46,0.4161,0.9307,1.33,177.0328,176.4405,2.3673,2.1684,1.0867,548537.22,548480.79,245219.7,1349401.5612,1349262.7434,002505
002505.SZ,20180131,2.57,0.3088,0.6907,1.03,184.9489,184.3301,2.4731,2.2653,1.1352,548537.22,548480.79,245219.7,1409740.6554,1409595.6303,002505
002505.SZ,20180130,2.61,0.2677,0.5987,0.87,187.8274,187.1991,2.5116,2.3006,1.1529,548537.22,548480.79,245219.7,1431682.1442,1431534.8619,002505
002505.SZ,20180129,2.64,0.2976,0.6656,1.02,189.9864,189.3508,2.5405,2.327,1.1662,548537.22,548480.79,245219.7,1448138.2608,1447989.2856,002505
002505.SZ,20180126,2.68,0.3166,0.7082,1.11,192.865,192.2197,2.579,2.3623,1.1838,548537.22,548480.79,245219.7,1470079.7496,1469928.5172,002505
002505.SZ,20180125,2.69,0.3717,0.8315,1.41,193.5846,192.937,2.5886,2.3711,1.1883,548537.22,548480.79,245219.7,1475565.1218,1475413.3251,002505
